name,protein,fat,carbo,unit,gram,image_url,ancestry,kcal
ガーリックハンバーグ(にんにくハンバーグ),26.50,24.26,19.27,1個,216.0,https://cdn.slism.jp/calorie/foodImages/202067.jpg,1883,415
こはだ南蛮漬け(コハダ南蛮漬け),34.90,20.74,10.57,1尾,262.2,https://cdn.slism.jp/calorie/foodImages/201978.jpg,1883,383
伊勢海老マヨネーズ焼き(イセエビマヨネーズ焼き),16.03,33.06,1.95,1尾,116.5,https://cdn.slism.jp/calorie/foodImages/201991.jpg,1883,377
たらこ卵焼き(卵焼きタラコ),22.07,25.77,6.13,卵2個分,201.0,https://cdn.slism.jp/calorie/foodImages/202002.jpg,1883,362
鮭ハンバーグ(鮭のハンバーグ/サーモンハンバーグ),31.33,20.52,9.07,1人前,223.5,https://cdn.slism.jp/calorie/foodImages/202064.jpg,1883,358
カツオハンバーグ(かつおハンバーグ/鰹ハンバーグ),29.10,20.73,6.98,1人前,177.2,https://cdn.slism.jp/calorie/foodImages/201975.jpg,1883,344
チーズハンバーグ(ちーずはんばーぐ),20.05,20.76,14.99,1個,138.0,https://cdn.slism.jp/calorie/foodImages/202066.jpg,1883,328
鱧鍋(ハモ鍋/はも鍋),31.21,7.61,27.26,1人前,704.5,https://cdn.slism.jp/calorie/foodImages/202035.jpg,1883,324
ししゃも南蛮漬け(シシャモの南蛮漬け),26.85,15.91,10.11,4尾,207.2,https://cdn.slism.jp/calorie/foodImages/202025.jpg,1883,303
マグロハンバーグ(まぐろハンバーグ／鮪ハンバーグ),30.15,15.90,5.60,1人前,159.2,https://cdn.slism.jp/calorie/foodImages/202065.jpg,1883,298
カツオのガーリックバターステーキ(鰹にんにくバター焼き),27.16,14.47,9.55,1人前,152.6,https://cdn.slism.jp/calorie/foodImages/201973.jpg,1883,295
なす南蛮漬け(ナスビ南蛮漬け/茄子南蛮漬け),3.87,12.33,37.23,1人前,243.2,https://cdn.slism.jp/calorie/foodImages/202023.jpg,1883,287
鰆ムニエル(さわらムニエル/鰆のムニエル/サワラのムニエル),16.78,19.01,6.06,1人前,107.2,https://cdn.slism.jp/calorie/foodImages/201985.jpg,1883,273
鮭のクリーム煮(サーモンのクリーム煮),22.68,12.83,12.94,1人前,257.7,https://cdn.slism.jp/calorie/foodImages/202063.jpg,1883,260
鱒ムニエル(マスのムニエル),18.06,16.53,6.06,1人前,107.2,https://cdn.slism.jp/calorie/foodImages/201984.jpg,1883,254
鰆の照り焼き(さわら照り焼き/サワラ照り焼き/鰆てりやき),17.59,10.77,14.77,1人前,135.0,https://cdn.slism.jp/calorie/foodImages/201986.jpg,1883,252
ハタハタ南蛮漬け(はたはた南蛮漬け/鰰の南蛮漬け),17.45,12.59,9.86,2尾,199.2,https://cdn.slism.jp/calorie/foodImages/202022.jpg,1883,231
さわらホイル焼き(鰆のホイル焼き/サワラのホイル焼き),17.11,15.96,2.19,1人前,118.6,https://cdn.slism.jp/calorie/foodImages/201987.jpg,1883,227
カンパチしゃぶしゃぶ(かんぱちしゃぶしゃぶ/間八しゃぶしゃぶ),27.91,7.52,9.22,1人前,501.0,https://cdn.slism.jp/calorie/foodImages/201981.jpg,1883,225
鱧照り焼き(鱧てりやき／ハモの照り焼き),19.35,7.25,14.69,1人前,135.0,https://cdn.slism.jp/calorie/foodImages/202036.jpg,1883,225
カツオステーキ(かつおステーキ/鰹ステーキ/カツオ和風ステーキ),26.91,6.32,8.75,1人前,139.6,https://cdn.slism.jp/calorie/foodImages/201974.jpg,1883,216
かつお角煮(カツオ角煮/鰹の角煮),26.02,6.21,8.67,1人前,167.0,https://cdn.slism.jp/calorie/foodImages/201976.jpg,1883,215
カンパチ照り焼き(かんぱち照り焼き/間八照り焼き),18.31,6.37,14.77,1人前,135.0,https://cdn.slism.jp/calorie/foodImages/201980.jpg,1883,213
鱒のホイル焼き(マスのホイル焼き),18.39,13.48,2.19,切り身1切れ分,118.6,https://cdn.slism.jp/calorie/foodImages/201982.jpg,1883,208
鱧湯引き(ハモ湯引き),24.20,5.88,10.75,1人前,134.6,https://cdn.slism.jp/calorie/foodImages/202038.jpg,1883,202
ささみ南蛮漬け(ささみ南蛮),21.42,6.89,9.87,2本,173.2,https://cdn.slism.jp/calorie/foodImages/202024.jpg,1883,194
キムチマヨネーズ(キムチマヨ/キムチマヨネーズソース),1.76,18.22,5.03,1人前,74.0,https://cdn.slism.jp/calorie/foodImages/202040.jpg,1883,192
たらこクリーム(たらこクリームソース),10.61,11.60,9.76,1人前,130.0,https://cdn.slism.jp/calorie/foodImages/202003.jpg,1883,189
ハタハタ煮付け(ハタハタ煮つけ/鰰煮付け/はたはた煮つけ),16.61,6.38,10.00,2尾,162.0,https://cdn.slism.jp/calorie/foodImages/202020.jpg,1883,178
たらこクリームチーズ(クリームチーズタラコ/クリームチーズたらこディップ),9.68,11.32,1.24,1人前,65.0,https://cdn.slism.jp/calorie/foodImages/202008.jpg,1883,147
明太子クリームチーズ(クリームチーズ明太子/クリームチーズ明太子ディップ),7.73,10.74,1.87,1人前,60.0,https://cdn.slism.jp/calorie/foodImages/202019.jpg,1883,137
りんごスープ(りんご冷製スープ/アップルスープ),3.85,3.63,20.63,1杯,202.7,https://cdn.slism.jp/calorie/foodImages/201969.jpg,1883,126
りんごポタージュ(りんごのポタージュ/林檎ポタージュ/アップルポタージュ),2.59,2.14,24.13,1杯,186.5,https://cdn.slism.jp/calorie/foodImages/201970.jpg,1883,121
鱧お吸い物(ハモの吸い物/鱧おすまし),9.72,2.14,1.22,1杯,254.5,https://cdn.slism.jp/calorie/foodImages/202037.jpg,1883,71
ハタハタ塩焼き(鰰の塩焼き/はたはた焼き),7.90,3.19,0.00,1尾,57.0,https://cdn.slism.jp/calorie/foodImages/202021.jpg,1883,63
伊勢海老味噌汁(伊勢海老みそ汁),7.97,0.49,5.19,1杯,205.0,https://cdn.slism.jp/calorie/foodImages/201993.jpg,1883,59
伊勢海老の刺身(イセエビ刺身/伊勢海老お造り),12.54,0.24,0.00,1人前,60.0,https://cdn.slism.jp/calorie/foodImages/201994.jpg,1883,55
たらこスプレッド(たらこバター/タラコスプレッド),1.64,4.60,0.04,大さじ1,12.0,https://cdn.slism.jp/calorie/foodImages/202007.jpg,1883,48
明太子スプレッド(明太子バターソース/バター明太子),1.44,4.51,0.21,大さじ1,12.0,https://cdn.slism.jp/calorie/foodImages/202014.jpg,1883,47
ベーコンポテトパイ(ベーコンとポテトのパイ),7.99,35.98,45.57,1個,194.9,https://cdn.slism.jp/calorie/foodImages/nonImage.jpg,1883,548
うなぎ卵焼き(卵焼きうなぎ),32.01,40.12,8.64,卵2個分,215.0,https://cdn.slism.jp/calorie/foodImages/202155.jpg,1883,535
ささみハム(ささみはむ/鶏ササミサラダ),50.36,29.97,3.33,ささみ6本,264.5,https://cdn.slism.jp/calorie/foodImages/202172.jpg,1883,508
鶏ハム(とりはむ/鶏胸肉サラダ/チキンハム),48.81,29.04,3.31,胸肉1枚,256.5,https://cdn.slism.jp/calorie/foodImages/202171.jpg,1883,492
豚しゃぶ(豚しゃぶ鍋/豚肉のしゃぶしゃぶ),32.71,29.05,16.75,1人前,664.8,https://cdn.slism.jp/calorie/foodImages/202224.jpg,1883,479
チーズ卵焼き(卵焼きチーズ/チーズ玉子焼き),22.93,33.72,6.78,卵2個分,176.0,https://cdn.slism.jp/calorie/foodImages/202144.jpg,1883,436
サーロインステーキ(ステーキサーロイン),17.49,34.81,0.85,1枚,129.2,https://cdn.slism.jp/calorie/foodImages/202261.jpg,1883,413
ラムしゃぶ(ラムしゃぶ鍋/羊肉のしゃぶしゃぶ),32.24,21.87,16.75,1人前,664.8,https://cdn.slism.jp/calorie/foodImages/202226.jpg,1883,412
はんぺんフライ(ハンペンのフライ/はんぺん揚げ),20.50,26.84,19.39,1個,194.1,https://cdn.slism.jp/calorie/foodImages/nonImage.jpg,1883,410
ツナ卵焼き(卵焼きツナ),20.08,30.88,6.34,卵2個分,169.0,https://cdn.slism.jp/calorie/foodImages/202153.jpg,1883,395
コンビーフオムレツ(オムレツコンビーフ),24.75,29.75,1.56,卵2個分,183.5,https://cdn.slism.jp/calorie/foodImages/202159.jpg,1883,385
コンビーフ卵焼き(たまごやきコンビーフ),19.72,27.60,6.73,卵2個分,165.0,https://cdn.slism.jp/calorie/foodImages/202143.jpg,1883,366
きんぴら卵焼き(卵焼ききんぴら),15.21,25.52,11.71,卵2個分,169.0,https://cdn.slism.jp/calorie/foodImages/202158.jpg,1883,352
鮭フレーク卵焼き(卵焼き鮭フレーク),18.01,25.66,8.05,卵2個分,160.4,https://cdn.slism.jp/calorie/foodImages/202151.jpg,1883,350
ひき肉卵焼き(卵焼き挽き肉/そぼろ卵焼き),18.03,25.60,7.55,卵2個分,159.0,https://cdn.slism.jp/calorie/foodImages/202150.jpg,1883,347
枝豆卵焼き(卵焼き枝豆),17.10,25.60,8.06,卵2個分,160.0,https://cdn.slism.jp/calorie/foodImages/202149.jpg,1883,342
カニカマ卵焼き(卵焼きカニカマ/玉子焼きカニカマ),18.39,24.51,9.08,卵2個分,170.0,https://cdn.slism.jp/calorie/foodImages/202147.jpg,1883,342
じゃがいも卵焼き(卵焼きじゃがいも/ポテサラ卵焼き),15.39,25.82,8.52,卵2個分,159.0,https://cdn.slism.jp/calorie/foodImages/202152.jpg,1883,339
チキンクリームシチュー(チキンシチュー/鶏肉シチュー/チキンクリームスープ),16.53,23.96,10.45,1人前,280.2,https://cdn.slism.jp/calorie/foodImages/202177.jpg,1883,333
エビ餃子(海老餃子/えびギョウザ/餃子エビ),18.16,14.78,28.36,1人前,192.0,https://cdn.slism.jp/calorie/foodImages/202229.jpg,1883,330
トマト卵焼き(卵焼きトマト),15.15,24.41,8.89,卵2個分,195.0,https://cdn.slism.jp/calorie/foodImages/202157.jpg,1883,326
ネギ卵焼き(卵焼きネギ/玉子焼きねぎ),14.90,24.38,8.36,卵2個分,168.5,https://cdn.slism.jp/calorie/foodImages/202148.jpg,1883,324
オクラ卵焼き(卵焼きオクラ),15.14,24.40,7.51,卵2個分,158.0,https://cdn.slism.jp/calorie/foodImages/202154.jpg,1883,321
ニラ卵焼き(卵焼きニラ/ニラ玉子焼き),15.10,24.42,7.10,卵2個分,160.0,https://cdn.slism.jp/calorie/foodImages/202146.jpg,1883,318
ほうれん草卵焼き(卵焼きホウレンソウ/ほうれん草玉子焼き),14.99,24.41,6.62,卵2個分,150.0,https://cdn.slism.jp/calorie/foodImages/202145.jpg,1883,317
シーフードシチュー(海鮮シチュー/シーフードクリームスープ),31.30,14.21,10.77,1人前,365.2,https://cdn.slism.jp/calorie/foodImages/202175.jpg,1883,307
おからコロッケ(コロッケおから/オカラコロッケ),10.08,20.81,17.63,1個,134.2,https://cdn.slism.jp/calorie/foodImages/202236.jpg,1883,305
石狩鍋(いしかり鍋),27.34,7.83,26.06,1人前,675.0,https://cdn.slism.jp/calorie/foodImages/202227.jpg,1883,297
さわらの味噌煮(鰆の味噌煮/鰆みそ煮/さわらの煮つけ),19.70,8.85,24.13,1人前,305.0,https://cdn.slism.jp/calorie/foodImages/202222.jpg,1883,287
鮭シチュー(鮭クリームシチュー/サーモンクリームスープ),21.58,16.36,10.54,1人前,280.2,https://cdn.slism.jp/calorie/foodImages/202176.jpg,1883,283
アボカドエビグラタン(アボカド海老グラタン),16.49,22.45,3.93,1人前,130.7,https://cdn.slism.jp/calorie/foodImages/202170.jpg,1883,282
おからハンバーグ(オカラハンバーグ/おから入りハンバーグ),19.06,13.02,14.69,1人前,185.0,https://cdn.slism.jp/calorie/foodImages/202246.jpg,1883,257
さつまいもシチュー(薩摩芋クリームシチュー/さつまいもクリームスープ),8.03,15.17,21.11,1人前,264.2,https://cdn.slism.jp/calorie/foodImages/202174.jpg,1883,256
酢イカ(酢いか),40.39,3.17,10.76,イカ1パイ分,278.0,https://cdn.slism.jp/calorie/foodImages/202208.jpg,1883,245
はんぺんチーズ焼き(はんぺんのはさみ焼き),18.01,12.22,14.03,1人前,151.0,https://cdn.slism.jp/calorie/foodImages/202216.jpg,1883,242
麻辣豆腐(マーラー豆腐),11.55,16.52,10.30,1人前,236.7,https://cdn.slism.jp/calorie/foodImages/202240.jpg,1883,241
卵の天ぷら(卵天ぷら/半熟卵の天ぷら/たまごてんぷら),8.34,15.98,12.55,1個,105.6,https://cdn.slism.jp/calorie/foodImages/202239.jpg,1883,235
きのこシチュー(キノコクリームシチュー/きのこクリームスープ),10.50,15.56,16.83,1人前,326.2,https://cdn.slism.jp/calorie/foodImages/202173.jpg,1883,235
チーズコロッケ(チーズインコロッケ/チーズ入りコロッケ),4.07,12.19,21.38,1個,105.5,https://cdn.slism.jp/calorie/foodImages/202237.jpg,1883,213
コンビーフパテ(コンビーフとクリームチーズのパテ/コンビーフディップ),12.42,16.43,1.87,1人前,80.5,https://cdn.slism.jp/calorie/foodImages/202165.jpg,1883,208
麻辣鍋(麻辣火鍋/マーラー鍋/マーラーゴウ),18.69,6.01,15.07,1人前,469.5,https://cdn.slism.jp/calorie/foodImages/202241.jpg,1883,192
カマンベール味噌汁(味噌汁カマンベール/カマンベールチーズみそ汁),8.01,8.61,5.32,1杯,205.4,https://cdn.slism.jp/calorie/foodImages/202197.jpg,1883,134
カプレーゼ(トマトとモッツアレラチーズのサラダ/インサラータカプレーゼ),5.31,9.11,5.32,1人前,117.8,https://cdn.slism.jp/calorie/foodImages/202253.jpg,1883,124
きのこ卵とじ(卵とじキノコ),8.65,4.97,8.69,1人前,186.8,https://cdn.slism.jp/calorie/foodImages/202142.jpg,1883,103
揚げシュウマイ(揚げしゅうまい/揚げ焼売),2.91,4.97,3.22,1個,28.8,https://cdn.slism.jp/calorie/foodImages/nonImage.jpg,1883,71
豆腐の味噌汁(豆腐味噌汁/豆腐みそ汁),3.62,1.62,5.51,1杯,202.0,https://cdn.slism.jp/calorie/foodImages/202196.jpg,1883,53
揚げ餃子(あげぎょうざ/揚げギョウザ),1.61,2.45,3.99,1個,17.7,https://cdn.slism.jp/calorie/foodImages/202244.jpg,1883,45
カクテキ(大根キムチ),0.85,0.87,6.93,1人前,102.0,https://cdn.slism.jp/calorie/foodImages/202264.jpg,1883,38
味噌汁(みそ汁),1.63,0.36,5.02,1杯,172.0,https://cdn.slism.jp/calorie/foodImages/202198.jpg,1883,31
カツ卵とじ(とんかつ卵とじ),26.30,32.65,16.65,1人前,242.4,https://cdn.slism.jp/calorie/foodImages/202291.jpg,1883,485
穴子蒲焼き(穴子の蒲焼き/あなご蒲焼き/あなごかばやき),20.72,22.25,22.29,1/2尾,189.2,https://cdn.slism.jp/calorie/foodImages/nonImage.jpg,1883,407
にしん塩焼き(鰊の塩焼き/ニシン塩焼き),28.71,24.91,0.17,1尾,168.0,https://cdn.slism.jp/calorie/foodImages/202285.jpg,1883,356
サラダチキン(チキンハーブ),67.49,4.62,6.69,1個,314.2,https://cdn.slism.jp/calorie/foodImages/nonImage.jpg,1883,355
スモークチキン(燻製チキン),67.11,4.62,1.32,1個,308.0,https://cdn.slism.jp/calorie/foodImages/nonImage.jpg,1883,330
ラタトゥイユ(ラタトゥーユ/ラタトゥユ),7.51,22.52,20.91,1人前,401.4,https://cdn.slism.jp/calorie/foodImages/202289.jpg,1883,309
ごぼうの唐揚げ(ゴボウ唐揚げ/ごぼうからあげ/牛蒡から揚げ),2.18,9.11,27.72,1人前,122.0,https://cdn.slism.jp/calorie/foodImages/nonImage.jpg,1883,200
ポトフ(ソーセージと野菜のスープ/ぽとふ),8.02,9.12,22.57,1人前,424.2,https://cdn.slism.jp/calorie/foodImages/202292.jpg,1883,195
野菜鍋(野菜の鍋),5.26,0.35,18.06,1人前,584.5,https://cdn.slism.jp/calorie/foodImages/nonImage.jpg,1883,94
おやつ・おつまみ・お菓子
ピスタチオ(ぴすたちお),24.36,78.54,29.26,1カップ,140.0,https://cdn.slism.jp/calorie/foodImages/105026.jpg,3023,861
ペカン(ピーカン),10.56,80.74,14.63,1カップ,110.0,https://cdn.slism.jp/calorie/foodImages/105030.jpg,3023,772
ヘーゼルナッツ(セイヨウハシバミの実),14.96,76.23,15.29,1カップ,110.0,https://cdn.slism.jp/calorie/foodImages/105029.jpg,3023,752
ブラジルナッツ(パラナッツ/パラグリ),16.39,76.01,10.56,1カップ,110.0,https://cdn.slism.jp/calorie/foodImages/105028.jpg,3023,736
ひまわりの種(ヒマワリの種子),20.10,56.30,17.20,1カップ,100.0,https://cdn.slism.jp/calorie/foodImages/105027.jpg,3023,611
かぼちゃの種(カボチャの種),26.50,51.80,12.00,1カップ,100.0,https://cdn.slism.jp/calorie/foodImages/105006.jpg,3023,574
ジャイアントコーンフライ(味付けジャイアントコーン),6.84,14.16,91.92,大1袋,120.0,https://cdn.slism.jp/calorie/foodImages/101135.jpg,3023,522
焼き芋(さつまいも/やきいも/焼きいも),4.20,0.60,117.00,1本,300.0,https://cdn.slism.jp/calorie/foodImages/102008.jpg,3023,489
塩豆(えんどう豆の塩豆),30.29,3.12,79.95,1カップ,130.0,https://cdn.slism.jp/calorie/foodImages/104015.jpg,3023,473
あくまき(灰汁巻き/ちまき),6.90,5.40,77.10,1本,300.0,https://cdn.slism.jp/calorie/foodImages/101119.jpg,3023,396
おたふく豆(お多福豆),11.85,1.80,78.30,1カップ,150.0,https://cdn.slism.jp/calorie/foodImages/104021.jpg,3023,377
ざぼん漬(ザボン漬け),0.20,0.10,85.50,4分の1個,100.0,https://cdn.slism.jp/calorie/foodImages/107127.jpg,3023,344
アイスクリーム(アイス/バニラアイス),6.83,14.00,40.60,カップ1個(200ml）,175.0,https://cdn.slism.jp/calorie/foodImages/113043.jpg,3023,315
アイスミルク(アイス/バニラアイス),5.95,11.20,41.83,カップ1個(200ml）,175.0,https://cdn.slism.jp/calorie/foodImages/113044.jpg,3023,292
スルメ(スルメイカの乾物),55.36,3.44,0.32,1枚,80.0,https://cdn.slism.jp/calorie/foodImages/110353.jpg,3023,267
ふき豆(富貴豆/ふうき豆/ふっき豆),9.60,1.60,52.50,1食分,100.0,https://cdn.slism.jp/calorie/foodImages/104022.jpg,3023,263
ポップコーン(Popcorn),5.10,11.40,29.80,1袋,50.0,https://cdn.slism.jp/calorie/foodImages/101136.jpg,3023,242
今川焼き(今川焼/おやき),3.96,0.99,43.74,1個,90.0,https://cdn.slism.jp/calorie/foodImages/115005.jpg,3023,200
ソフトクリーム(ソフト),4.94,7.28,26.13,1個,130.0,https://cdn.slism.jp/calorie/foodImages/113047.jpg,3023,190
ラクトアイス(アイス/バニラアイス),2.48,10.88,17.76,カップ1個,80.0,https://cdn.slism.jp/calorie/foodImages/113045.jpg,3023,179
かやの実(榧実/榧の実),2.18,16.23,5.65,1食分,25.0,https://cdn.slism.jp/calorie/foodImages/105007.jpg,3023,166
シャーベット(アイスシャーベット/バニラシャーベット),1.08,1.20,34.44,カップ1個(120ml),120.0,https://cdn.slism.jp/calorie/foodImages/113049.jpg,3023,152
葛切り(くずきり),0.10,0.10,33.30,1食分,100.0,https://cdn.slism.jp/calorie/foodImages/102037.jpg,3023,135
カシューナッツ(塩つきカシューナッツ),4.16,10.00,5.61,一掴み,21.0,https://cdn.slism.jp/calorie/foodImages/105005.jpg,3023,121
干し柿(干柿),0.56,0.63,26.38,1個,37.0,https://cdn.slism.jp/calorie/foodImages/107051.jpg,3023,102
さきいか(裂きイカ/サキイカ),13.65,0.93,5.19,小パック,30.0,https://cdn.slism.jp/calorie/foodImages/110354.jpg,3023,84
マカダミアナッツ(マカダミアンナッツ),0.83,7.67,1.22,5個,10.0,https://cdn.slism.jp/calorie/foodImages/105031.jpg,3023,72
干しバナナ(バナナのドライフルーツ/バナナチップス),0.91,0.10,18.84,1掴み,24.0,https://cdn.slism.jp/calorie/foodImages/107108.jpg,3023,72
いかり豆(そら豆の揚げ豆/フライビーンズ),3.71,3.12,6.96,10粒,15.0,https://cdn.slism.jp/calorie/foodImages/104020.jpg,3023,71
干しぶどう(レーズン),0.63,0.05,18.80,1掴み,23.3,https://cdn.slism.jp/calorie/foodImages/107117.jpg,3023,70
八つ橋(八ツ橋/生八つ橋),1.08,0.13,16.08,1個,25.0,https://cdn.slism.jp/calorie/foodImages/115004.jpg,3023,70
松の実(まつのみ),1.46,7.25,0.81,大さじ1,10.0,https://cdn.slism.jp/calorie/foodImages/105033.jpg,3023,69
アーモンドナッツ(あーもんどなっつ),1.92,5.36,2.23,10粒,10.0,https://cdn.slism.jp/calorie/foodImages/105002.jpg,3023,61
バターピーナッツ(バタピー/ソルトピーナッツ/バターピーナツ),2.30,4.62,1.64,10粒,9.0,https://cdn.slism.jp/calorie/foodImages/105036.jpg,3023,53
栗の甘露煮(くりの甘露煮),0.36,0.08,11.36,1個,20.0,https://cdn.slism.jp/calorie/foodImages/105012.jpg,3023,48
フライビーンズ(えんどう豆の揚げ豆/グリンピース),2.08,1.16,5.88,10粒,10.0,https://cdn.slism.jp/calorie/foodImages/104014.jpg,3023,42
スイカの種(西瓜の種/西瓜子),1.78,2.78,0.80,大さじ1,6.0,https://cdn.slism.jp/calorie/foodImages/105021.jpg,3023,33
うぐいす豆(鶯豆),0.67,0.08,6.35,10粒,12.0,https://cdn.slism.jp/calorie/foodImages/104016.jpg,3023,29
リュウガン(竜眼/龍眼/竜眼肉/桂円肉),0.51,0.04,7.29,1個,10.0,https://cdn.slism.jp/calorie/foodImages/107147.jpg,3023,28
スモークタン(牛タンの燻製),1.81,2.30,0.09,1枚,10.0,https://cdn.slism.jp/calorie/foodImages/111108.jpg,3023,28
落花生(ラッカセイ/らっかせい),1.27,2.38,0.94,ピーナッツ10粒,5.0,https://cdn.slism.jp/calorie/foodImages/105034.jpg,3023,28
乾燥あんず(杏子/アンズ/アプリコット),0.74,0.03,5.63,1個,8.0,https://cdn.slism.jp/calorie/foodImages/107008.jpg,3023,23
さらし鯨(おばけ/さらしくらじ/おばいけ/尾羽雪),3.71,0.63,0.00,1パック,70.0,https://cdn.slism.jp/calorie/foodImages/111113.jpg,3023,22
乾燥いちじく(乾燥イチジク/無花果/いちじくのドライフルーツ),0.28,0.04,5.33,1個,7.0,https://cdn.slism.jp/calorie/foodImages/107016.jpg,3023,20
乾燥プルーン(プルーンのドライフルーツ/ドライプルーン),0.20,0.02,4.99,1個,8.0,https://cdn.slism.jp/calorie/foodImages/107082.jpg,3023,19
甘納豆(あずき甘納豆),0.34,0.04,4.03,10粒,6.0,https://cdn.slism.jp/calorie/foodImages/115001.jpg,3023,18
スモークサーモン(シャケの燻製/鮭のくんせい),2.57,0.55,0.01,1枚,10.0,https://cdn.slism.jp/calorie/foodImages/110151.jpg,3023,16
ビーフジャーキー(ジャーキー),2.19,0.31,0.26,1枚,4.0,https://cdn.slism.jp/calorie/foodImages/111107.jpg,3023,13
甘栗(甘ぐり),0.25,0.05,2.43,1個,5.0,https://cdn.slism.jp/calorie/foodImages/105013.jpg,3023,11
ナツメヤシ(なつめやし/棗椰子/デーツ),0.09,0.01,2.85,1粒,4.0,https://cdn.slism.jp/calorie/foodImages/107096.jpg,3023,11
ホットケーキ(パンケーキ),14.64,20.33,101.33,2枚分,242.0,https://cdn.slism.jp/calorie/foodImages/200182.jpg,3023,644
月餅(げっぺい),9.18,15.66,116.28,1個,180.0,https://cdn.slism.jp/calorie/foodImages/115020.jpg,3023,643
水羊羹(水ようかん/みずようかん/羊羹),13.14,0.79,104.72,8cm角一個,360.0,https://cdn.slism.jp/calorie/foodImages/200249.jpg,3023,468
チョコケーキ(チョコレートケーキ),5.76,30.09,35.81,18cm型8等分,118.8,https://cdn.slism.jp/calorie/foodImages/200336.jpg,3023,438
栗きんとん(栗金団/クリ金団/くりきんとん),2.17,0.40,102.82,一人前,249.5,https://cdn.slism.jp/calorie/foodImages/200313.jpg,3023,424
きびだんご(きび団子),2.04,0.36,88.20,1枚,120.0,https://cdn.slism.jp/calorie/foodImages/115012.jpg,3023,365
ぜんざい(善哉),6.50,0.80,74.35,一杯,150.5,https://cdn.slism.jp/calorie/foodImages/200141.jpg,3023,336
チーズケーキ(ベイクドチーズケーキ/ニューヨークチーズケーキ/オールドファッションチーズケーキ),5.44,24.36,16.96,18cm型8等分,88.0,https://cdn.slism.jp/calorie/foodImages/200335.jpg,3023,315
ミルクチョコレート(チョコレート/ちょこれーと),3.45,17.05,27.90,1枚,50.0,https://cdn.slism.jp/calorie/foodImages/115116.jpg,3023,279
ベーコンエッグ(目玉焼きベーコン),12.07,24.29,0.63,卵1個分,102.5,https://cdn.slism.jp/calorie/foodImages/200326.jpg,3023,276
カスタードクリーム(カスタード),6.92,9.67,37.41,卵1から作れる分量,152.0,https://cdn.slism.jp/calorie/foodImages/200188.jpg,3023,268
大福(大福もち/大福餅),4.38,0.66,50.91,1個,96.0,https://cdn.slism.jp/calorie/foodImages/200236.jpg,3023,232
ドーナツ(プレーンドーナツ),3.09,8.92,31.96,一個,59.7,https://cdn.slism.jp/calorie/foodImages/200241.jpg,3023,224
抹茶アイス(抹茶アイスクリーム),4.84,13.18,20.50,アイスカップ1,108.6,https://cdn.slism.jp/calorie/foodImages/200309.jpg,3023,220
たいやき(タイ焼き/鯛焼き),5.40,3.25,41.52,1個,94.9,https://cdn.slism.jp/calorie/foodImages/200317.jpg,3023,220
ワッフル(ベルギーワッフル),3.24,7.63,31.34,一枚,58.2,https://cdn.slism.jp/calorie/foodImages/200243.jpg,3023,212
パンナコッタ(パンナ・コッタ),2.28,16.19,14.00,1人分,88.1,https://cdn.slism.jp/calorie/foodImages/200311.jpg,3023,211
焼き鳥(焼鳥/焼き鳥タレ),15.05,12.60,3.45,2本,100.0,https://cdn.slism.jp/calorie/foodImages/200093.jpg,3023,197
おはぎ(御萩/はぎのもち),4.63,0.61,38.62,一個,67.3,https://cdn.slism.jp/calorie/foodImages/200242.jpg,3023,180
どら焼き(どらやき/ドラヤキ),3.99,3.18,30.89,1個,63.4,https://cdn.slism.jp/calorie/foodImages/200316.jpg,3023,172
きんつば(金鍔),3.45,0.46,38.48,1個,65.0,https://cdn.slism.jp/calorie/foodImages/115016.jpg,3023,172
かしわもち(柏餅),3.20,0.32,37.36,1個,80.0,https://cdn.slism.jp/calorie/foodImages/115008.jpg,3023,165
あん団子(くし団子・あん),3.04,0.32,36.40,1本,80.0,https://cdn.slism.jp/calorie/foodImages/115018.jpg,3023,161
カステラ(かすてら),3.10,2.30,31.60,1切れ,50.0,https://cdn.slism.jp/calorie/foodImages/115009.jpg,3023,160
みたらし団子(しょうゆ団子/醤油団子/しょうゆだんご),2.48,0.32,36.16,1本,80.0,https://cdn.slism.jp/calorie/foodImages/115019.jpg,3023,158
シュークリーム(カスタードシュークリーム),3.77,6.99,18.46,1個,78.7,https://cdn.slism.jp/calorie/foodImages/200303.jpg,3023,155
いちご大福(苺大福/イチゴ大福餅),2.49,0.33,33.10,1個分,81.5,https://cdn.slism.jp/calorie/foodImages/200237.jpg,3023,148
まんじゅう(饅頭/マンジュウ),2.57,0.34,29.50,1個,48.6,https://cdn.slism.jp/calorie/foodImages/200315.jpg,3023,132
求肥(ぎゅうひ),0.65,0.10,31.25,1個,50.0,https://cdn.slism.jp/calorie/foodImages/115013.jpg,3023,129
マドレーヌ(マドレーヌ・ド・コメルシー),1.67,7.59,10.13,1個,28.1,https://cdn.slism.jp/calorie/foodImages/200310.jpg,3023,118
ごま団子(胡麻団子/ゴマタマ/芝麻球),1.93,6.20,13.53,一個,33.6,https://cdn.slism.jp/calorie/foodImages/200240.jpg,3023,118
錦玉羹(琥珀羹/錦玉),0.00,0.00,28.80,1切れ,40.0,https://cdn.slism.jp/calorie/foodImages/115015.jpg,3023,115
かるかん(軽羹),1.05,0.15,27.35,1切れ,50.0,https://cdn.slism.jp/calorie/foodImages/115011.jpg,3023,115
